team_key,mean_med,mean_mean,med_med,med_mean,years_active,team_number,country,nickname,count,country_groups,percent
frc6502,29.57,29.09,31.66,28.89,8,6502,USA,DARC SIDE,2,USA,25
frc6506,18.25,18.12,21.05,21.82,8,6506,USA,Steel Boot,1,USA,12.5
frc6508,28.94,28.41,28.12,27.58,8,6508,Australia,Hastings Heroes,2,Australia,25
frc6510,27.94,28.17,26.2,27.39,8,6510,Australia,Pymble Pride,3,Australia,37.5
frc6517,30.32,30.83,30.28,31.31,8,6517,USA,So-Kno Robo,2,USA,25
frc6538,28.36,28.15,27.41,26.83,8,6538,USA,Linc-Bots,1,USA,12.5
frc6548,29.42,29.12,28.91,29.02,8,6548,USA,Perry RAMBOTS,2,USA,25
frc6560,32.92,32.67,31.01,30.99,8,6560,USA,Charging Champions,2,USA,25
frc6569,30.92,30.78,31.95,31.95,8,6569,USA,Gladiators,3,USA,37.5
frc6574,30.13,30.46,29.06,30.56,8,6574,USA,Ferradermis,3,USA,37.5
frc6586,22.76,22.28,24.2,23.28,8,6586,USA,Tuskin' Raiders,2,USA,25
frc6590,22.47,22.71,24.44,24.44,8,6590,USA,SaviTech,1,USA,12.5
frc6591,24.01,24.77,24.52,24.88,8,6591,USA,Panther Powered Robotics 6591,1,USA,12.5
frc66,29.66,29.99,28.51,29.96,27,66,USA,Grizzly Robotics,11,USA,40.74
frc6606,17.41,17.45,19.12,17.01,8,6606,Mexico,Prepa Tecmilenio Pink Hawks 6606,1,Central/South America,12.5
frc6608,19.32,18.78,16.95,17.09,8,6608,Mexico,Prepa Tecmilenio - ARCADIA,1,Central/South America,12.5
frc6615,25.1,25.59,25.25,25.73,8,6615,USA,Bellevillains,1,USA,12.5
frc6618,29.2,29.27,28.39,27.29,8,6618,USA,WARHBOTS,1,USA,12.5
frc662,22.16,23,21.32,21.57,24,662,USA,Rocky Mountain Robotics,5,USA,20.83
frc6622,22.26,23.26,20.5,22.05,8,6622,Canada,Stan Robotix,1,Canada,12.5
frc663,22.89,23.07,22.78,22.99,24,663,USA,Power Sharks,1,USA,4.17
frc6637,28.75,29.11,24.78,25.56,8,6637,USA,BetaWolves,2,USA,25
frc6639,22.34,22.1,20.49,21.22,8,6639,USA,The Mechanical Minds,1,USA,12.5
frc6645,20.72,22.27,21.14,22.68,8,6645,USA,Alloy Obsession,1,USA,12.5
frc6647,24.98,24,26.84,24.31,8,6647,Mexico,PrepaTec - VOLTEC Robotics,3,Central/South America,37.5
frc6651,27.48,27.06,24.39,24.6,8,6651,USA,Golden Bots,1,USA,12.5
frc6652,21.01,22.29,19.85,20.09,8,6652,Mexico,Tigres,6,Central/South America,75
frc6657,29.58,29.51,28.8,26.85,8,6657,USA,Arborbotics,1,USA,12.5
frc6658,20.08,21.51,15.79,18.21,8,6658,USA,Rockbotics,1,USA,12.5
frc6672,34.58,34.28,33.28,32.66,8,6672,USA,Fusion Corps,5,USA,62.5
frc668,22.1,22.87,19.32,21.24,24,668,USA,The Apes of Wrath,6,USA,25
frc6695,26.33,27.02,27.41,25.96,8,6695,USA,Alpha Knights,2,USA,25
frc67,40.86,40.53,42.86,42.57,28,67,USA,The HOT Team,21,USA,75
frc670,24.63,25.61,22.19,22.3,24,670,USA,Homestead Robotics,3,USA,12.5
frc6702,23.57,23.04,25.16,26.8,8,6702,Mexico,PrepaTec - StingBots,2,Central/South America,25
frc6704,24.53,25.21,21.93,19.35,8,6704,USA,Mid Pacific Owl Robotics,2,USA,25
frc6705,23.28,23.34,19.64,19.9,8,6705,USA,WildCat 5e,2,USA,25
frc6721,26.03,26.98,25.16,27.89,8,6721,USA,Tindley Trailblazers,1,USA,12.5
frc6722,22.23,24.26,23.22,23.07,8,6722,USA,LED Robotics,1,USA,12.5
frc6740,24.59,25.48,25.88,25.67,8,6740,Israel,G3 - Glue Gun & Glitter,1,Middle East,12.5
frc6749,28.63,29.78,24.8,26.8,8,6749,USA,tERAbytes,1,USA,12.5
frc6753,31.22,30.35,29.83,28.78,8,6753,USA,CBA RoboKings,2,USA,25
frc6758,23.24,23.34,20.22,22.64,8,6758,USA,Otternauts,1,USA,12.5
frc6768,23.12,23.51,23.25,22.9,8,6768,USA,Denison Robo-Jackets,1,USA,12.5
frc677,20.21,20.72,19.96,19.93,24,677,USA,Murphy's Outlaws,6,USA,25
frc68,31.42,32.09,30.65,32.3,27,68,USA,Truck Town Thunder,16,USA,59.26
frc6800,35.08,33.86,36.1,34.93,7,6800,USA,Valor,5,USA,71.43
frc6802,26.92,26.32,29.16,27.8,7,6802,USA,Mean Caimans,2,USA,28.57
frc6806,25.5,24.86,27.64,25.44,7,6806,USA,Mineola Wild Reds,4,USA,57.14
frc6814,24.16,25.87,22.66,22.92,7,6814,USA,Ellipse,2,USA,28.57
frc6817,24.53,24.24,21.2,22,7,6817,USA,10 Factorial,2,USA,28.57
frc6822,16.83,17.89,20.37,20.74,7,6822,USA,THE SHISHKABOTS,1,USA,14.29
frc6823,26.54,26.22,24.96,24.14,7,6823,USA,USM Robotics - Wildcats,2,USA,28.57
frc6824,18.73,18.92,24.6,24.6,7,6824,USA,LVA Robot Pigeons,1,USA,14.29
frc6825,25.51,25.92,24.12,24.33,7,6825,USA,THE STRONGHORNS (FRC6825),1,USA,14.29
frc6829,28.1,27.67,27.19,27.24,7,6829,USA,Ignite Robotics,1,USA,14.29
frc6831,26.94,27.06,28.11,27.89,7,6831,USA,A-05 Annex,2,USA,28.57
frc6832,16.88,16.32,18.47,16.39,7,6832,Mexico,STEAMex,2,Central/South America,28.57
frc6833,22.26,22.38,25,24.6,7,6833,USA,Phoenix Robotics,3,USA,42.86
frc6838,26.37,26.17,22.32,24.17,7,6838,Türkiye,X-SHARC,4,Middle East,57.14
frc686,21.63,21.93,24.25,22.77,24,686,USA,Bovine Intervention,3,USA,12.5
frc6860,17.27,17.55,16.89,16.06,7,6860,USA,Equitum Robotics,1,USA,14.29
frc6865,22.48,22.76,21.22,22.53,7,6865,Canada,Manitoulin Metal,1,Canada,14.29
frc6868,27.07,27.64,26.39,26.58,7,6868,USA,Cadet Robotics,2,USA,28.57
frc6869,19.7,18.8,19.65,18.69,7,6869,Canada,Gladiateurs,1,Canada,14.29
frc687,23.33,24.43,21.56,25.38,24,687,USA,The Nerd Herd,9,USA,37.5
frc6875,25,25.71,27.14,27.32,7,6875,Canada,Amazon Warriors  -  Build A Dream Robotics,1,Canada,14.29
frc6880,25.01,25.2,24,23.9,7,6880,USA,Universal Serial Brawlers (USB),1,USA,14.29
frc6885,18.69,20.11,19.92,21.76,7,6885,USA,The Pilots,2,USA,28.57
frc6887,14.46,15.88,15.39,17.05,7,6887,USA,Dalton Catabots,1,USA,14.29
frc6888,25.31,24.52,23.98,24.04,7,6888,USA,Foothills Robotics,1,USA,14.29
frc69,29.07,29.31,27.6,27,27,69,USA,HYPER,3,USA,11.11
frc6901,21.69,21.55,22.4,23,7,6901,USA,Knights Robotics,1,USA,14.29
frc6902,17.6,18.1,17.98,18.98,7,6902,Brazil,STRIKE,2,Central/South America,28.57
frc6907,24.57,25.54,22.73,24.06,7,6907,China,The G.O.A.T,2,Asia/Pacific Islands,28.57
frc6909,27.14,26.28,27.96,28.63,7,6909,Japan,SAKURA Tempesta,3,Asia/Pacific Islands,42.86
frc691,19.44,20.19,18.77,21.06,24,691,USA,Project 691 Robotics,2,USA,8.33
frc6911,25.94,24.85,27.48,27.56,7,6911,USA,SO BOTZ,3,USA,42.86
frc6919,28.04,29.06,25.22,26.51,7,6919,USA,The Commodores,4,USA,57.14
frc6933,30.21,30.82,29.74,30.17,7,6933,USA,Archytas,1,USA,14.29
frc6934,23.24,23.95,25.44,26.61,7,6934,USA,Scorps,1,USA,14.29
frc6936,24.43,23.91,23.48,23.81,7,6936,USA,Vault 6936,1,USA,14.29
frc694,30.58,31.32,30.7,29.78,24,694,USA,StuyPulse,15,USA,62.5
frc6941,28.97,27.73,28.39,27.24,7,6941,China,IronPulse Robotics,2,Asia/Pacific Islands,28.57
frc6947,24.85,24.25,25.47,25.03,7,6947,Chinese Taipei,Savage Tumaz,1,Asia/Pacific Islands,14.29
frc695,24.28,24.03,23.72,23.2,24,695,USA,Bison Robotics,3,USA,12.5
frc696,25.79,27.13,27.53,27.42,24,696,USA,Circuit Breakers,4,USA,16.67
frc6964,24.09,24.44,25.83,25.86,7,6964,USA,BearBots,2,USA,28.57
frc6968,20.65,20.5,22.02,21.5,7,6968,Netherlands,Team Pi,1,Europe,14.29
frc698,16.75,17.74,15.21,15.83,24,698,USA,Hamilton Microbots,1,USA,4.17
frc6985,25.15,25.13,24.04,24.5,7,6985,Türkiye,ENKA TECH.,1,Middle East,14.29
frc6988,23.93,23.79,26.1,25.47,7,6988,Türkiye,ACI 35,3,Middle East,42.86
frc6989,23.72,23.72,22.72,21.73,7,6989,Türkiye,KAISER,2,Middle East,28.57
frc6995,32.96,33.17,32.27,31.66,7,6995,USA,NOMAD,2,USA,28.57
frc6996,27.95,27.57,29.12,27.1,7,6996,Australia,Koalafied,1,Australia,14.29
frc6998,26.75,26.16,22.54,23.09,7,6998,Chinese Taipei,Unipards,2,Asia/Pacific Islands,28.57
frc70,30.77,30.96,31.84,32.42,27,70,USA,More Martians,16,USA,59.26
frc701,24.14,24.81,23.72,23.55,24,701,USA,RoboVikes,9,USA,37.5
frc7018,18.51,18.91,18.34,18.34,7,7018,Mexico,EOLOTICS - Peñoles,2,Central/South America,28.57
frc702,21.43,21.75,23.09,22.83,24,702,USA,Bagel Bytes,7,USA,29.17
frc7021,33.6,31.38,32.3,30.19,7,7021,USA,TC Robotics,3,USA,42.86
frc7028,34.42,33.47,30.57,31.89,7,7028,USA,Binary Battalion,1,USA,14.29
frc7034,31.41,30.43,28.86,28.89,7,7034,USA,2B Determined,2,USA,28.57
frc7039,32.2,32.14,32.66,33.27,7,7039,Israel,❌⭕,2,Middle East,28.57
frc7042,30.15,30.85,33.28,34.24,7,7042,USA,Poly Rabbotics,2,USA,28.57
frc7048,25.16,25.8,26.6,26.12,7,7048,USA,Red River Rage,3,USA,42.86
frc7054,24.51,25.14,24.49,25.3,7,7054,USA,SC Sailors,1,USA,14.29
frc7056,31.47,30.75,34.5,32.93,7,7056,USA,The F.A.S.T. Team - Fowlerville Area Scientific Technicians,1,USA,14.29
frc706,24.27,24.89,23.57,23.59,24,706,USA,Cyberhawks,3,USA,12.5
frc7067,27.84,27.14,28.43,29,7,7067,Israel,Team Streak,1,Middle East,14.29
frc7068,26.02,25.91,21.68,22.88,7,7068,USA,Mechanical Masterminds,1,USA,14.29
frc7072,24.43,24.75,23.68,25.41,7,7072,USA,O.G.R.E. (Opelika's Greatest Robotics Engineers),3,USA,42.86
frc708,23.92,24.69,21.14,22.37,24,708,USA,Hatters Robotics,5,USA,20.83
frc7088,22.68,21.6,21.52,22.12,7,7088,USA,Somerset Robodogs,1,USA,14.29
frc7094,27.4,27.96,24.07,24.66,7,7094,USA,Alpha Omega,1,USA,14.29
frc71,35.4,35.38,33.57,33.16,29,71,USA,Team Hammond,14,USA,48.28
frc7102,19.39,18.9,19.15,17.52,7,7102,Mexico,PrepaTec - Daedalus,2,Central/South America,28.57
frc7103,26.75,25.34,27.73,27.53,7,7103,USA,Robo Remedy @ Mantiowoc Lutheran High School,1,USA,14.29
frc7111,23.63,25.06,24.73,25.59,7,7111,USA,RAD Robotics,2,USA,28.57
frc7121,22.62,23.26,22.5,22.36,7,7121,USA,Keller Fusion Robotics,2,USA,28.57
frc7128,18.21,18.43,19.17,18.26,7,7128,Australia,XLR8,1,Australia,14.29
frc7137,18.98,20.87,17.44,21.75,7,7137,USA,Project 212,1,USA,14.29
frc714,20.21,22.03,19.12,20.32,24,714,USA,Panthera,11,USA,45.83
frc7153,25.18,25.81,22.6,24.75,7,7153,USA,Aetos Dios (Eagles of Zeus),3,USA,42.86
frc7157,31.55,31.54,30.65,31.8,7,7157,USA,μBotics,4,USA,57.14
frc716,29.02,29.79,30.9,31.04,24,716,USA,Who'sCTEKS,9,USA,37.5
frc7160,29.17,29.4,27.07,26.73,7,7160,USA,Ludington O-Bots,2,USA,28.57
frc7161,14.2,14.38,14.13,12.62,7,7161,Mexico,LeopardBots - Peñoles,1,Central/South America,14.29
frc7166,24.8,26.14,26.19,26.55,7,7166,USA,Red Thunder Robotics,1,USA,14.29
frc7173,17.7,19.47,18.4,19.52,7,7173,Canada,Garibaldi Robotics,1,Canada,14.29
frc7174,28.13,28.72,28.06,29.83,7,7174,USA,Charger Robotics,3,USA,42.86
frc7178,30.04,30.1,29.59,28.42,7,7178,USA,Yeti,1,USA,14.29
frc7190,21.1,21.97,21.91,22.1,7,7190,Canada,Vancouver Rainstorms,1,Canada,14.29
frc7197,25.67,26.08,26.31,26.18,7,7197,USA,Mountie Megabots,1,USA,14.29
frc7198,24.23,23.87,25.22,23.8,7,7198,USA,TL Fearsome Gears,1,USA,14.29
frc7211,33.39,32.31,32.85,31.65,7,7211,USA,Hollywood,1,USA,14.29
frc7220,23.66,23.68,21.02,23.1,7,7220,USA,Steel Falcons,1,USA,14.29
frc7225,26.19,25.97,25.57,24.9,7,7225,USA,Mechatronic Mustangs,1,USA,14.29
frc7226,27.12,27.43,27.48,28.24,7,7226,USA,Error 404,2,USA,28.57
frc7250,23.2,22.69,23.23,23.34,7,7250,USA,OsCODEa 0w|5,1,USA,14.29
frc7287,19.28,20.1,19.46,21.6,7,7287,Canada,Esquimalt Atom Smashers,1,Canada,14.29
frc7312,23.91,23.04,22.26,22.27,7,7312,USA,T3,2,USA,28.57
frc7327,19.1,19.72,20.09,19.67,7,7327,USA,Metal Jackets,1,USA,14.29
frc74,30.45,31.29,29.14,31.35,30,74,USA,Team CHAOS,12,USA,40
frc7403,17.92,17.59,17.32,17.51,6,7403,Colombia,Lightning Blue Lizards,1,Central/South America,16.67
frc7407,34.15,35.03,32.94,34.38,6,7407,USA,Wired Boars,3,USA,50
frc7417,25.94,25.66,25.88,25.76,6,7417,USA,Bionic Bombers,1,USA,16.67
frc7419,25.25,28.42,24.56,27.92,6,7419,USA,T.E.C.H. Support,3,USA,50
frc7421,23.34,24.27,22.26,23.46,6,7421,Mexico,PrepaTec - OVERTURE,3,Central/South America,50
frc7425,24.66,25.54,28.07,27.66,6,7425,USA,Green Valley Robotics,1,USA,16.67
frc7426,27.83,26.93,25.24,28.12,6,7426,USA,PAIR OF DICE ROBOTICS,2,USA,33.33
frc7428,24.7,24.41,23.75,23.55,6,7428,USA,Gigawatts,2,USA,33.33
frc743,16.12,17.11,14.74,15.04,23,743,USA,Technobots,1,USA,4.35
frc7433,26.96,28.42,28.49,28.58,6,7433,Australia,Iona Fusion,1,Australia,16.67
frc744,28.14,28.34,28.54,29.1,23,744,USA,Shark Attack,10,USA,43.48
frc7443,23.89,23.73,22.81,22.66,6,7443,USA,Jag-Wires,1,USA,16.67
frc7444,24.71,25.62,19.26,21.38,6,7444,Türkiye,MOON STAR ROBOTICS,1,Middle East,16.67
frc7447,23.47,23.55,23.25,23.36,6,7447,USA,Rōnin Robotics,1,USA,16.67
frc7451,25.57,24.86,26.16,25.73,6,7451,USA,AvengerRobotics,4,USA,66.67
frc7457,33.35,32.66,38.34,36.58,6,7457,USA,suPURDUEper Robotics,4,USA,66.67
frc7458,14.86,15.53,14.23,15,6,7458,Türkiye,Senior Robotics Team,1,Middle East,16.67
frc7459,23.4,21.76,22.62,20.96,6,7459,Brazil,Taubatexas Robotics,1,Central/South America,16.67
frc7460,29.04,29.44,32.91,32.38,6,7460,USA,Avi and Friends,2,USA,33.33
frc7461,28.91,28.93,23.02,28.73,6,7461,USA,Sushi Squad,2,USA,33.33
frc7464,15.19,16.57,15.08,16.75,6,7464,USA,ORION,1,USA,16.67
frc7465,18.13,19.42,21.8,22.95,6,7465,Türkiye,Magnetech,1,Middle East,16.67
frc7480,28.42,28.3,27.03,26.63,6,7480,Canada,Machine Mavericks,1,Canada,16.67
frc7483,18.11,19.43,18.37,17.13,6,7483,USA,Mechanically Challenged,1,USA,16.67
frc7485,20.26,19.67,20.59,20.38,6,7485,USA,Mo Co Robo,1,USA,16.67
frc7491,29.03,28.36,29.4,28.31,6,7491,USA,Cyber Soldiers,1,USA,16.67
frc7492,24.6,25.57,25.76,25.09,6,7492,USA,CavBots,1,USA,16.67
frc75,25.31,25.58,24.24,24.79,29,75,USA,RoboRaiders,12,USA,41.38
frc7500,17.66,17.53,19.7,19.73,6,7500,USA,MARAUDERS,1,USA,16.67
frc7501,25.23,25.24,26.75,26.59,6,7501,USA,Golden Gears,1,USA,16.67
frc751,18.35,20.25,16.74,18.98,23,751,USA,barn2robotics,1,USA,4.35
frc7514,22.12,20.77,22.47,20.34,6,7514,USA,EVE Robotics,1,USA,16.67
frc7515,25.43,25.5,27.14,26.97,6,7515,USA,Dark Side Robotics,1,USA,16.67
frc752,18.72,19.69,18.18,20.26,23,752,USA,The Chargers,7,USA,30.43
frc7521,18.19,18.38,19.08,18.61,6,7521,USA,ULTIMATE Robotics,1,USA,16.67
frc7525,24,24.73,25.52,25.95,6,7525,USA,Pioneers,2,USA,33.33
frc7528,21.18,22.55,21.61,22.46,6,7528,USA,Nuts and Bolts,1,USA,16.67
frc753,21.42,22.03,19.95,20.66,23,753,USA,High Desert Droids,4,USA,17.39
frc7530,25.43,25.84,25.44,24.84,6,7530,USA,B.O.S. Robotics,1,USA,16.67
frc7531,25.14,25,24.26,24.85,6,7531,USA,Servos Strike Back,1,USA,16.67
frc7534,21.38,21.28,16.08,19.43,6,7534,USA,Dragonflies,1,USA,16.67
frc7539,25.61,27.02,26.35,26.56,6,7539,India,Elev8,1,Asia/Pacific Islands,16.67
frc7541,32.65,32.03,31.41,29.86,6,7541,USA,Maple River Robotics,1,USA,16.67
frc7553,25.85,26.22,23.37,23.37,6,7553,USA,OSTC -  SWEET BOTS,1,USA,16.67
frc7558,36.53,35.82,35.84,36.94,6,7558,Canada,ALT-F4,2,Canada,33.33
frc7563,24.33,24.44,25.01,25.2,6,7563,Brazil,SESI SENAI MEGAZORD,1,Central/South America,16.67
frc7565,25.05,25.5,24.13,24.77,6,7565,Brazil,SESI SENAI ROBONÁTICOS,3,Central/South America,50
frc7567,26.14,26.04,27.95,27.76,6,7567,Brazil,SESI SENAI OCTOPUS,2,Central/South America,33.33
frc7583,20.86,21.36,21.09,22.46,6,7583,Australia,Embers,1,Australia,16.67
frc7589,21.89,23.68,23.25,24.21,6,7589,Chinese Taipei,Lishan Blue Magpie,2,Asia/Pacific Islands,33.33
frc7598,23.95,24.19,22.78,24.78,6,7598,USA,SCA Constellations,1,USA,16.67
frc7605,27.99,26.84,26.75,26.2,6,7605,Canada,ASTRO,2,Canada,33.33
frc7607,22.18,20.99,20.39,19.89,6,7607,USA,The Blackbirds,1,USA,16.67
frc7617,30.49,31.54,27.41,27.15,6,7617,USA,RoboBlazers,3,USA,50
frc7621,14.54,15.73,15.97,17.09,6,7621,USA,Iron Rangers,1,USA,16.67
frc7645,21.97,21.35,22.45,20.85,6,7645,Chinese Taipei,NK MTC,1,Asia/Pacific Islands,16.67
frc7653,15.85,16.31,16.34,16.34,6,7653,Mexico,Minebots 7653 - Fresnillo PLC -CECyTE 18 Ciénega,1,Central/South America,16.67
frc7656,20.3,21.18,18.94,20.26,6,7656,USA,MC Hammers,1,USA,16.67
frc7657,27.29,28.13,23.62,25.13,6,7657,USA,ThunderBots,1,USA,16.67
frc766,23.55,24.09,23.96,22.99,23,766,USA,M-A Bears,6,USA,26.09
frc7660,30.13,31.89,28.9,30.76,6,7660,USA,The Byting Irish,1,USA,16.67
frc7667,24.85,25.89,23.93,24.35,6,7667,USA,OtterBots,1,USA,16.67
frc7673,18.97,18.77,19.59,21.62,6,7673,Chinese Taipei,Formosan Sika,1,Asia/Pacific Islands,16.67
frc771,19.26,20.99,17.57,19.78,23,771,Canada,SWAT,9,Canada,39.13
frc7712,24.21,26.08,25.24,28.43,6,7712,Canada,ACCN UMOJA,1,Canada,16.67
frc772,26.71,27.28,26.55,26.38,23,772,Canada,Sabre Bytes Robotics,9,Canada,39.13
frc7724,23.98,23.98,22.08,21.86,6,7724,USA,Molokai Robotics,1,USA,16.67
frc7725,15.39,17.2,14.97,17.46,6,7725,Mexico,PrepaTec - NUTS & VOLTS,1,Central/South America,16.67
frc7742,18.36,19.75,19.3,20.82,6,7742,Türkiye,Cosmos Robot Works,1,Middle East,16.67
frc7748,18.86,19.57,19.3,19.52,6,7748,Türkiye,TECHTOLIA ROBOTICS,1,Middle East,16.67
frc7762,27.7,27.85,21.49,23.46,6,7762,USA,AutoPilots,1,USA,16.67
frc7763,28.1,27.3,29.02,27.81,6,7763,USA,Carrborobotics,1,USA,16.67
frc7769,36.24,35.31,38.94,38.86,6,7769,USA,The CREW,2,USA,33.33
frc7796,19.54,20.76,19.6,19.6,6,7796,Canada,Breaker Robotics,1,Canada,16.67
frc7797,22.99,23.53,23.25,22.65,6,7797,USA,RipSaw Robotics,1,USA,16.67
frc78,33.16,32.58,31.48,30.26,29,78,USA,AIR STRIKE,12,USA,41.38
frc781,25.77,26.55,26.09,25.86,23,781,Canada,Kinetic Knights,8,Canada,34.78
frc7840,20.73,21.32,19.64,20.76,6,7840,Türkiye,EMONER ROBOTICS,1,Middle East,16.67
frc7848,26.57,27.25,25.34,25.66,6,7848,USA,WI-Fighterz,2,USA,33.33
frc7850,22.98,22.75,25.62,25.09,6,7850,USA,C.A.R.D.S.,1,USA,16.67
frc7858,26.88,26.26,25.44,26.73,6,7858,USA,Warriors,1,USA,16.67
frc7885,20.97,21.56,21.45,22.95,6,7885,USA,Panther Tech,1,USA,16.67
frc7886,19.41,18.89,23.96,17.47,6,7886,USA,Cadet Robotics,1,USA,16.67
frc7890,25.31,26.22,24.04,23.54,6,7890,USA,SeQuEnCe,1,USA,16.67
frc7895,23.31,22.86,24.34,23.05,6,7895,USA,Trobots,1,USA,16.67
frc79,25.18,25.57,23.7,24.3,27,79,USA,Team 79 Krunch,14,USA,51.85
frc7906,20.18,20.16,18.73,18.05,6,7906,USA,Underdogs,1,USA,16.67
frc8,23.16,24.92,21.5,23.21,29,8,USA,Paly Robotics,6,USA,20.69
frc8006,18.81,19.86,19.08,20.1,5,8006,USA,The Phantoms,1,USA,20
frc801,24.33,25.77,24.63,26.74,23,801,USA,Horsepower,7,USA,30.43
frc8013,29.44,29.75,32.69,31.73,5,8013,USA,Boston Lions,2,USA,40
frc8015,23.22,25.73,16.93,24.73,5,8015,China,The Cheetahs,1,Asia/Pacific Islands,20
frc8016,25,25.7,30.15,26.8,5,8016,USA,Eco Robotics,1,USA,20
frc8019,24.11,25.2,24.02,24.38,5,8019,USA,Patriot Engineering,2,USA,40
frc8020,27.88,28.93,25.78,26.6,5,8020,Chinese Taipei,CyberpunK,1,Asia/Pacific Islands,20
frc8022,18.27,19.44,21.55,22.2,5,8022,USA,Raging Hawk Robotics,1,USA,20
frc8033,42.21,41.48,44.44,42.47,5,8033,USA,Highlander Robotics,3,USA,60
frc8044,28.76,27.67,29.41,28.65,5,8044,USA,Denham Venom,1,USA,20
frc8046,29.94,30.21,29.15,31.07,5,8046,USA,LakerBots,1,USA,20
frc8054,20.76,23.67,21.7,23.57,5,8054,Türkiye,FLARE,1,Middle East,20
frc806,18.92,18.87,17.66,18.7,23,806,USA,The Brooklyn Blacksmiths,1,USA,4.35
frc8085,34.45,33.64,37.69,36.46,5,8085,USA,MOJO,3,USA,60
frc810,20.35,20.5,18.02,17.97,23,810,USA,The Mechanical Bulls,4,USA,17.39
frc811,21.85,22.47,21.34,22.28,23,811,USA,Wild Cards,9,USA,39.13
frc812,20.71,21.32,22.14,21.42,23,812,USA,The Midnight Mechanics,7,USA,30.43
frc8122,31.19,32.13,30.62,30.81,5,8122,USA,Mechanical Mustaches,1,USA,20
frc815,20.26,21.79,20.43,21.81,23,815,USA,Advanced Power,4,USA,17.39
frc8153,23.84,23.71,18.02,20.32,5,8153,Türkiye,Tech4Peace,2,Middle East,40
frc8159,22.2,25.45,20.09,26.94,5,8159,Türkiye,Golden Horn,3,Middle East,60
frc816,25.17,24.85,24.91,24.59,23,816,USA,Anomaly,8,USA,34.78
frc8177,29.68,29.54,28.72,28.66,5,8177,USA,Vector,1,USA,20
frc818,24.25,25.2,25.09,25.77,23,818,USA,The Steel Armadillos,5,USA,21.74
frc8188,24.57,23.87,21.41,19.55,5,8188,USA,Grand Force,1,USA,20
frc8214,25.73,26.67,25.12,27.25,5,8214,China,Cyber Unicorn,1,Asia/Pacific Islands,20
frc829,29.64,30.5,31.14,31.22,23,829,USA,The Digital Goats,8,USA,34.78
frc8298,21.08,23.35,22.05,24.73,5,8298,USA,Mighty Morphing Banana Slugs,1,USA,20
frc830,22.43,23.21,21.55,21.95,23,830,USA,The RatPack,8,USA,34.78
frc832,20.35,21.3,18.33,18.63,23,832,USA,OSCAR,8,USA,34.78
frc8338,20.88,20.97,22.24,23.58,5,8338,Canada,Boucherie Bears Robotics,1,Canada,20
frc834,24.57,24.9,21.52,21.87,23,834,USA,SparTechs,4,USA,17.39
frc836,28.53,29.79,29.33,29.35,23,836,USA,The RoboBees,15,USA,65.22
frc839,22.18,23.66,22.13,22.33,23,839,USA,Rosie Robotics,3,USA,13.04
frc8393,30.73,33.24,32.66,33.92,5,8393,USA,The Giant Diencephalic BrainSTEM Robotics Team,2,USA,40
frc840,20.18,20.86,17.88,19.5,23,840,USA,Aragon Robotics Team,4,USA,17.39
frc8426,23.52,23.86,16.61,16.97,5,8426,USA,Automated Amphibians,1,USA,20
frc846,26.68,28.18,28.07,30.05,23,846,USA,The Funky Monkeys,8,USA,34.78
frc847,20.38,21.55,21.49,21.64,23,847,USA,PHRED,1,USA,4.35
frc85,29.2,29.97,28.69,28.91,29,85,USA,B.O.B. (Built on Brains),16,USA,55.17
frc8516,25.85,25.64,24.38,26.65,4,8516,USA,Wired Up,1,USA,25
frc8517,27.94,28.84,32.59,32.06,4,8517,USA,Bounty Hunters,1,USA,25
frc852,22.94,25.28,22.27,24.85,23,852,USA,Acropolis Robotics,3,USA,13.04
frc8531,27.99,28.43,24.87,27.14,4,8531,USA,TermiKnightors,1,USA,25
frc854,20.61,22.33,17.85,19.98,23,854,Canada,Iron Bears,2,Canada,8.7
frc8546,23.64,23.18,24.2,22.58,4,8546,USA,\n,1,USA,25
frc857,24.75,25.39,23.56,25.34,23,857,USA,Superior Roboworks,9,USA,39.13
frc8573,23.5,24.88,23.2,24.78,4,8573,USA,Rogue-Rangers LEGACY,1,USA,25
frc8574,17.94,18.45,19.79,18.58,4,8574,Canada,Audeamus,1,Canada,25
frc8575,30.49,31.95,25.56,27.7,4,8575,USA,The Due Westerners,3,USA,75
frc8576,25.91,26.94,29.15,29.03,4,8576,USA,Golden Warriors Robotics,2,USA,50
frc858,25.03,25.54,26.32,26.63,23,858,USA,Demons Robotics,3,USA,13.04
frc8590,19,20.26,18.88,19.87,4,8590,USA,CAVBOTICS,1,USA,25
frc8592,28.98,27.08,27.7,25.62,4,8592,USA,Newton²,2,USA,50
frc86,27.36,28.34,24.69,26.28,27,86,USA,Team Resistance,10,USA,37.04
frc8608,26.16,27.17,22.11,26.53,4,8608,USA,Alpha Bots,1,USA,25
frc8613,17.64,18.09,9.04,9.93,4,8613,Australia,Barker Greybacks,1,Australia,25
frc862,27.35,28.64,28.21,29.61,23,862,USA,Lightning Robotics,14,USA,60.87
frc865,23.57,24.13,23.66,23.17,23,865,Canada,WARP7,5,Canada,21.74
frc868,31.18,31.74,34,32.05,23,868,USA,TechHOUNDS,15,USA,65.22
frc87,22.29,22.44,20.98,21.76,28,87,USA,Diablo,4,USA,14.29
frc870,29.06,28.9,30.87,29.7,23,870,USA,TEAM  R. I. C. E.,8,USA,34.78
