team_key,mean_med,mean_mean,med_med,med_mean,years_active,team_number,country,nickname,count,country_groups,percent
frc8701,27.23,28.14,24.62,27.76,3,8701,USA,GRAFFITI,1,USA,33.33
frc8708,21.94,22.87,21.55,19.98,3,8708,USA,Ov3R1y K0Mp13X,1,USA,33.33
frc8709,31.35,30.98,29.07,28.65,3,8709,USA,Pathfinder Tech,1,USA,33.33
frc871,19.6,20.51,17.85,19.88,23,871,USA,Robotechs,2,USA,8.7
frc8711,22.42,24.88,22.08,25.31,3,8711,USA,The Midnight Ostrich Runners,2,USA,66.67
frc8717,28.65,29.12,31.15,29.52,3,8717,USA,Cyber Vipers,3,USA,100
frc8724,28.25,27.89,27.48,29.2,3,8724,USA,Mayhem,1,USA,33.33
frc8727,28.51,28.36,30.35,27.76,3,8727,USA,Glitch 2.0,1,USA,33.33
frc8729,25.58,26.28,29.4,30.16,3,8729,Canada,Sparkling H2O,1,Canada,33.33
frc8732,21.09,22.09,18.9,20.32,3,8732,USA,Trinity Force,1,USA,33.33
frc8736,26.47,26.55,22.86,24.88,3,8736,USA,The Mechanisms,1,USA,33.33
frc8738,22.13,23.95,24.92,25.45,3,8738,USA,Slice,2,USA,66.67
frc8739,23.97,25.84,26.2,26.63,3,8739,USA,Redhawk Robotics,2,USA,66.67
frc8742,23.36,23.63,20.14,19.91,3,8742,USA,Argyll Attack,1,USA,33.33
frc876,30.14,30.68,29.73,28.85,23,876,USA,Thunder Robotics,10,USA,43.48
frc8768,22.06,23.49,22.61,24.12,3,8768,USA,CTEC Titans,1,USA,33.33
frc8780,18.75,17.53,16.13,16.13,3,8780,Türkiye,TED ROBOTICS,1,Middle East,33.33
frc8788,17.66,20.23,15.9,19.93,3,8788,USA,Special Forces BallistaBots,1,USA,33.33
frc8793,20.83,21.84,20.6,22.28,3,8793,USA,Pumpkin Bots,1,USA,33.33
frc88,30.16,30.76,28.5,29.23,29,88,USA,TJ²,17,USA,58.62
frc8808,27.3,29.63,27.64,30.65,3,8808,USA,SWLA Tech Pirates,1,USA,33.33
frc8817,25.33,23.88,25.4,26.12,3,8817,USA,Buccaneer Robotics,1,USA,33.33
frc8818,22.23,23.81,23,24.35,3,8818,USA,The Foe - Foe Engineering Group,1,USA,33.33
frc8822,19.89,20.39,19.1,20.98,3,8822,USA,Lc3 Thunderbirds,1,USA,33.33
frc8825,29.36,29.52,29.23,30.46,3,8825,USA,Team Eagle Eyed,1,USA,33.33
frc884,19.05,19.51,18.42,17.39,23,884,USA,Mechanical Mules,2,USA,8.7
frc8840,35.93,32.69,38.5,36.74,3,8840,USA,Bay Robotics,2,USA,66.67
frc8841,24.29,25.61,21.61,23.2,3,8841,USA,OTTER,1,USA,33.33
frc8848,21.74,22.24,20.49,24.34,3,8848,USA,Blu CRU,1,USA,33.33
frc8849,22.52,21.88,17.84,17.8,3,8849,USA,Storm Robotics,1,USA,33.33
frc8853,25.41,24.84,24.03,22.33,3,8853,Japan,Yukikaze Technology,1,Asia/Pacific Islands,33.33
frc8861,17.79,18.82,13.57,16.54,3,8861,Türkiye,06ANGORA,1,Middle East,33.33
frc8871,27.42,25.41,27.64,26.23,3,8871,USA,Saber Dynamics,1,USA,33.33
frc8873,26.41,27.64,24.76,24.06,3,8873,USA,Rockefeller Robotics,1,USA,33.33
frc888,23.28,23.79,23.98,24.06,23,888,USA,Robotiators,5,USA,21.74
frc8882,27.81,25.02,27.81,25.02,3,8882,Brazil,Infinity BR,1,Central/South America,33.33
frc8885,16.25,17.35,17.67,19.11,3,8885,USA,Socratic Schematics,1,USA,33.33
frc8891,25.2,22.96,19.01,16.53,3,8891,USA,Wild Raccoons,1,USA,33.33
frc8898,25.93,25.37,26.63,26.63,3,8898,USA,Royal Rebel Robotics,1,USA,33.33
frc894,22.88,23.62,20.4,22.82,23,894,USA,The Power Chargers,5,USA,21.74
frc900,20.93,21.84,20.14,20.16,23,900,USA,The Zebracorns,8,USA,34.78
frc904,24.87,24.96,23.91,25.3,23,904,USA,D Cubed,6,USA,26.09
frc910,30.49,31.41,28.63,29.66,23,910,USA,The Foley Freeze,11,USA,47.83
frc93,29.01,28.93,28.03,28.63,28,93,USA,NEW Apple Corps,12,USA,42.86
frc930,26.6,27.65,24.73,28.48,23,930,USA,Mukwonago BEARs,9,USA,39.13
frc931,24.01,24.73,24.44,24.87,23,931,USA,Perpetual Chaos,6,USA,26.09
frc935,27.32,27.87,26.04,27.76,23,935,USA,RaileRobotics,5,USA,21.74
frc94,19.69,20.34,18.51,19.9,27,94,USA,The  TechnoJays,2,USA,7.41
frc948,23.7,25.28,22.44,23.83,23,948,USA,NRG (Newport Robotics Group),5,USA,21.74
frc949,18.83,19.63,19.97,21.47,23,949,USA,Wolverine Robotics,1,USA,4.35
frc95,27.32,27.43,26.75,26.21,28,95,USA,Grasshoppers,5,USA,17.86
frc955,22.73,23.37,24.73,25.77,23,955,USA,Ctrl C,9,USA,39.13
frc957,20.09,21.14,20.17,21.41,23,957,USA,SWARM - South and West Albany Robotics Maniacs,5,USA,21.74
frc967,27.44,28.02,28.59,28.83,23,967,USA,Iron Lions,13,USA,56.52
frc968,30.21,30.84,30.28,29.29,23,968,USA,RAWC (Robotics Alliance Of West Covina),10,USA,43.48
frc97,22.78,23.61,18.79,20.84,29,97,USA,Bionic Beef,3,USA,10.34
frc971,35.39,35.84,36.7,39.3,23,971,USA,Spartan Robotics,15,USA,65.22
frc972,26.16,26.42,26.97,26.49,23,972,USA,Iron Claw,4,USA,17.39
frc973,35.63,35.97,35.08,36.38,23,973,USA,Greybots,14,USA,60.87
frc977,24.69,25.66,26.32,26.58,23,977,USA,Cometbots,5,USA,21.74
frc980,23.58,24.51,20.78,22.94,23,980,USA,ThunderBots,10,USA,43.48
frc987,39.05,39.41,39.66,40.69,23,987,USA,HIGHROLLERS,18,USA,78.26
frc991,19.25,20.49,16.13,19.64,23,991,USA,BroncoBots,1,USA,4.35
frc997,24.78,24.24,26.13,25.19,23,997,USA,Spartan Robotics,5,USA,21.74
frc999,24.53,25.25,25.86,26.71,23,999,USA,MechaRAMS,8,USA,34.78
