County,License Number,MSDE Program Type,Program Name,City Name,Zip Code,Participation Status,Draft Rating,Has Program Published,Published Rating,Has an Accreditation,Published Rubric Version,Date Published,Expiration Date,Total TAS Requests,Most Recent TAS request,Achievements,Accreditations,Alternative Pathways
Baltimore City,254543,Center,Trailblazer After School Program,Baltimore,21223,Yes,1,Yes,1,Yes,1,Oct 25 2018,Jan 25 2020,0,,,,MSDE
Baltimore,254542,Registered Family Home,Anas Shaikh,Windsor Mill,21244,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 29 2020,0,,,,
Baltimore,254541,Center,Open Door at Honeygo Elementary School,Perry Hall,21128,Yes,1,Yes,1,No,1,Oct 25 2018,Oct 09 2020,0,,,,
Baltimore,254540,Center,Open Door at Mays Chapel Elementary School,Timonium,21093,Yes,1,Yes,1,No,1,Oct 25 2018,Oct 09 2020,0,,,,
Montgomery,254522,Registered Family Home,Adrienne Searight,Boyds,20841,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 15 2020,0,,,,
Charles,254517,Registered Family Home,Fabayo Ogunsemowo,Waldorf,20603,Yes,1,Yes,1,No,2,Oct 25 2018,Mar 26 2020,0,,,,
Montgomery,254512,Center,Bar-T at Somerset,Chevy Chase,20815,Yes,1,Yes,1,No,1,Dec 17 2018,Dec 16 2020,0,,,,
Prince George's,254511,Large Family Home,Ramatou Kouyate,Upper Marlboro,20772,Yes,3,Yes,3,No,2,Aug 21 2019,Aug 25 2020,0,,,,
Frederick,254510,Center,Sugarloaf Elementary Before and After School Enrichment,Frederick,21704,Yes,1,Yes,1,No,1,Oct 25 2018,Aug 20 2020,0,,,,
Charles,254507,Registered Family Home,Natia Nicholas,Waldorf,20603,Yes,3,Yes,3,No,2,Aug 26 2019,Sep 03 2020,0,,,,
Montgomery,254479,Registered Family Home,Ruthann D'Monte,Damascus,20872,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jan 10 2020,0,,,,
Anne Arundel,254478,Registered Family Home,Humaa Ahmed,Severn,21144,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 12 2020,0,,,,
Baltimore City,254474,Registered Family Home,Chante Boston,Baltimore,21239,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 06 2020,1,Feb 04 2019,,,
Prince George's,254468,Center,YMCA Prince George's County@Cherokee Lane Elementary,Adelphi,20783,Yes,1,Yes,1,No,1,Oct 25 2018,Aug 22 2020,0,,,,
Prince George's,254467,Center,YMCA Prince George's County@Vansville Elementary,Beltsville,20705,Yes,1,Yes,1,No,1,Oct 25 2018,Aug 22 2020,0,,,,
Prince George's,254466,Center,New Life Community Church Before and Aftercare,Bowie,20720,Yes,1,Yes,1,No,1,Oct 25 2018,Oct 28 2020,0,,,,
Baltimore City,254463,Registered Family Home,Nyisha Barnes,Baltimore,21202,Yes,1,Yes,1,No,2,Oct 25 2018,Jun 13 2020,1,Jun 10 2019,,,
Prince George's,254460,Registered Family Home,Damiana Layne,Greenbelt,20770,Yes,1,Yes,1,No,2,Oct 25 2018,Dec 02 2020,0,,,,
Baltimore,254454,Center,Sanbridge Early Learning @ CBC Catonsville,Catonsville,21228,Yes,1,Yes,1,No,3,Oct 25 2018,Sep 19 2020,0,,,,
Prince George's,254453,Registered Family Home,Janell Anderson,Bowie,20721,Yes,1,Yes,1,No,2,Oct 25 2018,Sep 09 2020,0,,,,
Howard,254452,Registered Family Home,Felicia Gillis,Hanover,21076,Yes,1,Yes,1,No,2,Oct 25 2018,Jul 31 2020,0,,,,
Baltimore City,254447,Registered Family Home,Donna Sutton,Baltimore,21216,Yes,3,Yes,3,Yes,2,Oct 25 2018,Aug 14 2020,0,,,,
Prince George's,254445,Center,Kreayola Kids 1,Temple Hills,20748,Yes,1,Yes,1,No,3,Oct 25 2018,Jun 25 2020,0,,,,
Anne Arundel,254444,Registered Family Home,Leah Smith,Millersville,21108,Yes,1,Yes,1,Yes,2,Oct 25 2018,Aug 06 2020,0,,,,
Wicomico,254441,Center,Building Blocks Early Learning Center,Salisbury,21801,Yes,3,Yes,3,Yes,3,Oct 25 2018,Feb 22 2020,0,,,,
Baltimore,254421,Center,The Goddard School of Towson,Towson,21286,Yes,1,Yes,1,No,3,Oct 25 2018,Jun 26 2020,0,,,,
Montgomery,254409,Registered Family Home,Meron Mulat,Silver Spring,20904,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 02 2020,0,,,,
Baltimore City,254406,Registered Family Home,Sophia Jones,Baltimore,21206,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 27 2020,1,Nov 09 2019,,,
Prince George's,254404,Registered Family Home,Quiana Dupree,Suitland,20746,Yes,1,Yes,1,No,2,Oct 25 2018,Jul 11 2020,0,,,,
Baltimore City,254402,Registered Family Home,Paulette Walker,Baltimore,21215,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 07 2020,0,,,,
Baltimore City,254401,Registered Family Home,Amina Sterrett,Baltimore,21207,Yes,1,Yes,1,No,2,Oct 25 2018,Oct 10 2020,0,,,,
Montgomery,255472,Large Family Home,Anila Mairaj,Gaithersburg,20878,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 30 2020,0,,,,
Montgomery,254385,Registered Family Home,Almesht Berkenhe,Burtonsville,20866,Yes,1,Yes,1,Yes,2,Oct 25 2018,Oct 02 2020,0,,,,
Queen Anne's,254384,Registered Family Home,Amy Gervis,Centreville,21617,Yes,1,Yes,1,No,2,Oct 25 2018,Jul 22 2020,0,,,,
Baltimore,254382,Registered Family Home,Lubna Ansari,Windsor Mill,21244,Yes,1,Yes,1,No,2,Jan 31 2019,Dec 05 2020,0,,,,
Baltimore,254380,Registered Family Home,Gwenae Carter,Middle River,21220,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 30 2020,0,,,,
Montgomery,254368,Registered Family Home,Diana Osorio,Bethesda,20817,Yes,1,Yes,1,No,2,Oct 25 2018,Sep 19 2020,0,,,,
Prince George's,254365,Registered Family Home,Sharrese Davenport Taylor,Upper Marlboro,20774,Yes,1,Yes,1,Yes,2,Oct 25 2018,May 30 2020,0,,,,
Baltimore City,254362,Registered Family Home,Tierria Clark,Baltimore,21239,Yes,1,Yes,1,No,2,Oct 25 2018,Jul 22 2020,0,,,,
Frederick,254360,Registered Family Home,Patience Brown,Urbana,21704,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 11 2020,0,,,,
Prince George's,254353,Center,YMCA Prince George's County@Hollywood Elementary,College Park,20740,Yes,1,Yes,1,No,1,Oct 25 2018,Aug 22 2020,0,,,,
Howard,254348,Registered Family Home,Stephanie Moore,Columbia,21046,Yes,1,Yes,1,No,2,Oct 25 2018,Jul 29 2020,0,,,,
Baltimore City,254347,Registered Family Home,Delass Johnson,Baltimore,21215,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 11 2020,0,,,,
Baltimore City,254345,Registered Family Home,Jonetta Woods,Baltimore,21215,Yes,1,Yes,1,Yes,2,Oct 25 2018,Sep 17 2020,0,,,,
Prince George's,254343,Registered Family Home,Yolanda Moore,Capitol Heights,20743,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 09 2020,0,,,,
Baltimore City,255026,Center,Harry & Jeanette Weinberg Early Childhood Center,Baltimore,21205,Yes,2,Yes,2,Yes,3,Oct 25 2018,Jul 07 2020,1,Jan 08 2019,,,
Anne Arundel,254322,Registered Family Home,Kimberly Johnson,Glen Burnie,21061,Yes,1,Yes,1,No,2,Oct 25 2018,Jun 24 2020,0,,,,
Washington,254321,Registered Family Home,Carla Thomas,Hagerstown,21740,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 22 2020,0,,,,
Charles,254304,Registered Family Home,Christina Pulley,Waldorf,20602,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 19 2020,0,,,,
Frederick,254302,Center,Kiddie Academy of New Market,New Market,21774,Yes,1,Yes,1,No,3,Oct 25 2018,May 27 2020,0,,,,
Baltimore City,254301,Registered Family Home,Gwendolyn Jones,Baltimore,21212,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jun 13 2020,0,,,,NAFCC
Montgomery,254300,Large Family Home,Paikene Nankhuni,Derwood,20855,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 11 2020,0,,,,
Montgomery,254291,Registered Family Home,Angela Pryor,Derwood,20855,Yes,1,Yes,1,Yes,2,Dec 11 2018,Oct 20 2020,0,,,,
Prince George's,254290,Registered Family Home,Nikia McAllister,Clinton,20735,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 12 2020,0,,,,
Prince George's,254289,Center,Kidz Korner Learning Center,Laurel,20707,Yes,1,Yes,1,No,3,Oct 25 2018,Apr 30 2020,0,,,,
Baltimore,254286,Center, Saint Michael-Saint Clements School Extended Care,Baltimore,21206,Yes,2,Yes,1,No,3,Oct 25 2018,Oct 17 2020,0,,,,
Anne Arundel,254284,Registered Family Home,Stephany Cotton,Glen Burnie,21060,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 28 2020,0,,,,
Baltimore,254283,Registered Family Home,Angela Randolph,Baltimore,21207,Yes,1,Yes,1,No,2,Oct 25 2018,May 09 2020,0,,,,
Baltimore City,254282,Registered Family Home,Deneen Bunch,Baltimore,21205,Yes,1,Yes,1,No,2,Oct 25 2018,Jul 15 2020,0,,,,
Howard,254280,Registered Family Home,Erica Barber,Columbia,21045,Yes,1,Yes,1,No,2,Oct 25 2018,Jun 27 2020,0,,,,
Baltimore,254268,Center,Precious Ones Early Learning Center,Baltimore,21229,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jun 04 2020,2,Jul 19 2019,,,
Wicomico,254264,Center,Taking It Up a Notch Childcare Too,Salisbury,21801,Yes,1,Yes,1,No,3,Oct 25 2018,Mar 07 2020,0,,,,
Calvert,254262,Registered Family Home,Sandra St. John,Chesapeake Beach,20732,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jan 31 2020,0,,,,
Baltimore,254244,Registered Family Home,Kia Brewington,Pikesville,21208,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jun 17 2020,0,,,,
Anne Arundel,256001,Registered Family Home,Lisa McCourry,Pasadena,21122,Yes,1,Yes,1,Yes,2,Jun 11 2019,Dec 12 2020,0,,Health and Wellness,,
Montgomery,254229,Registered Family Home,Flethia Matthews,Silver Spring,20906,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 01 2020,0,,,,
Anne Arundel,254225,Registered Family Home,Shelly Novak,Glen Burnie,21060,Yes,1,Yes,1,Yes,2,Dec 14 2018,Oct 20 2020,0,,,,
Wicomico,254222,Registered Family Home,Martha Clark,Salisbury,21804,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jun 10 2020,0,,,,
Howard,254204,Registered Family Home,Michelle Williams,Columbia,21045,Yes,2,Yes,2,No,2,Dec 05 2018,Dec 19 2020,0,,,,
Anne Arundel,254188,Registered Family Home,Ceaira Pettus,Glen Burnie,21061,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 05 2020,0,,,,
Baltimore City,254186,Registered Family Home,Echo Bowser,Baltimore,21206,Yes,1,Yes,1,No,2,Dec 12 2018,Dec 12 2020,1,Dec 07 2018,,,
Anne Arundel,254184,Center,Joy Kids Learning Center-Central Avenue,Edgewater,21037,Yes,3,Yes,3,No,3,Oct 25 2018,Jun 10 2020,1,Feb 01 2019,,,
Montgomery,254180,Center,The Gan,Silver Spring,20902,Yes,1,Yes,1,No,3,Oct 25 2018,May 21 2020,0,,,,
Baltimore,254174,Registered Family Home,Crystal Clay,Owings Mills,21117,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 11 2020,0,,,,
Frederick,254169,Registered Family Home,Nicolette Moore,Middletown,21769,Yes,1,Yes,1,Yes,2,Oct 25 2018,Sep 03 2020,0,,,,
Montgomery,254167,Registered Family Home,Tigist Legesse,Silver Spring,20901,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 07 2020,0,,,,
Baltimore,254164,Registered Family Home,Titia Johnson,Baltimore,21222,Yes,2,Yes,2,No,2,May 16 2019,Sep 30 2020,0,,,,
Baltimore,254161,Center,The Learning Experience,Baltimore,21236,Yes,1,Yes,1,No,3,Oct 25 2018,Aug 07 2020,0,,,,
Somerset,254160,Registered Family Home,Dawn Coons,Crisfield,21817,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 07 2020,0,,,,
Baltimore City,254146,Registered Family Home,Donnita Lowther,Baltimore,21229,Yes,1,Yes,1,Yes,2,Oct 25 2018,Feb 05 2020,0,,,,
Baltimore City,254145,Registered Family Home,Clarissa Wilson,Baltimore,21234,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 31 2020,0,,,,
Baltimore,254144,Center,Mrs. Tameka's Peas In A Pod Learning Center,Essex,21221,Yes,1,Yes,1,No,3,Oct 25 2018,Jun 11 2020,1,Jun 04 2019,,,
Frederick,254142,Registered Family Home,Rosa Meza Ore,Frederick,21703,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jun 24 2020,0,,,,
Baltimore,254132,Center,Children of Tomorrow,Rosedale,21237,Yes,1,Yes,1,No,3,Oct 25 2018,Mar 13 2020,0,,,,
Baltimore,254131,Registered Family Home,Kim Wright,Gwynn Oak,21207,Yes,2,Yes,2,No,2,Aug 02 2019,Aug 20 2020,0,,,,
Baltimore,254123,Registered Family Home,Lonnette Burks,Woodstock,21163,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 30 2020,0,,,,
Baltimore,254120,Registered Family Home,Wanda Gonzalez,Dundalk,21222,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 25 2020,0,,,,
Baltimore City,254111,Registered Family Home,Ashley Selby,Baltimore,21223,Yes,1,Yes,1,Yes,2,Oct 25 2018,May 27 2020,0,,,,
Saint Mary's,254105,Center,"TKDmission, Inc.",Leonardtown,20650,Yes,1,Yes,1,No,1,Oct 25 2018,Apr 11 2020,0,,,,
Baltimore,254103,Registered Family Home,Aishia Utsey-Foreman,Pikesville,21208,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 28 2020,0,,,,
Prince George's,254100,Registered Family Home,Dana Robinson,Upper Marlboro,20774,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 08 2020,0,,,,
Baltimore City,254086,Registered Family Home,Dawnella Tillman,Brooklyn,21225,Yes,1,Yes,1,No,2,Jan 25 2019,Dec 05 2020,0,,,,
Prince George's,254085,Center,Jubilant Kids Learning Center,Largo,20774,Yes,1,Yes,1,No,3,Oct 25 2018,Feb 25 2020,1,Jan 25 2019,,,
Baltimore City,254084,Center,Y Head Start Baltimore City @ Linden Avenue,Baltimore,21217,Yes,3,Yes,3,No,3,Jan 05 2019,Sep 11 2020,0,,,,
Baltimore City,254082,Large Family Home,India Brown,Baltimore,21215,Yes,1,Yes,1,No,2,Oct 25 2018,Jul 15 2020,0,,,,
Baltimore,254080,Registered Family Home,Michelle Coleman,Windsor Mill,21244,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 25 2020,0,,,,
Howard,254069,Center,Kid's Kingdom Child Care and Learning Center,Laurel,20723,Yes,1,Yes,1,Yes,3,Oct 25 2018,Apr 07 2020,0,,,,
Montgomery,254068,Large Family Home,Gloria Tellez,Derwood,20855,Yes,3,Yes,3,Yes,2,Oct 25 2018,Jul 01 2020,0,,,,
Baltimore,254065,Center,Fields Preparatory Early Learning Center,Baltimore,21234,Yes,1,Yes,1,No,3,Oct 25 2018,Mar 25 2020,0,,,,
Baltimore,254061,Registered Family Home,Shantel Rouzer,Rosedale,21237,Yes,1,Yes,1,No,2,Oct 25 2018,Mar 17 2020,0,,,,
Baltimore City,254060,Registered Family Home,Monica Mclaurin,Baltimore,21206,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 01 2020,0,,,,
Calvert,254043,Registered Family Home,Heather Bowen,Chesapeake Beach,20732,Yes,1,Yes,1,Yes,2,Oct 25 2018,May 12 2020,0,,,,
Anne Arundel,254029,Center,The Elevon,Severn,21144,Yes,1,Yes,1,No,3,Oct 25 2018,Feb 05 2020,0,,,,
Baltimore,254026,Registered Family Home,Edith Onaolapo,Owings Mills,21117,Yes,3,Yes,3,No,2,Nov 27 2018,Oct 09 2020,0,,,,
Calvert,254003,Registered Family Home,Katie Ward,Owings,20736,Yes,1,Yes,1,No,2,Oct 25 2018,Dec 12 2020,0,,,,
Baltimore City,254002,Registered Family Home,Mercedes Pimentel Carela,Baltimore,21206,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 07 2020,0,,,,
Baltimore City,254001,Registered Family Home,Shantelle Taft,Baltimore,21239,Yes,1,Yes,1,Yes,2,Oct 25 2018,Feb 25 2020,0,,,,
Baltimore City,254000,Registered Family Home,Esther Chapman,Baltimore,21206,Yes,2,Yes,2,Yes,2,Oct 25 2018,Mar 21 2020,0,,,,
Baltimore City,253992,Registered Family Home,Toshiko Riggins,Baltimore,21207,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 22 2020,0,,,,
Baltimore City,253989,Registered Family Home,Charlene Barnes,Baltimore,21206,Yes,1,Yes,1,No,2,Oct 25 2018,May 14 2020,0,,,,
Baltimore,253986,Registered Family Home,Ronnette Phoenix,Essex,21221,Yes,1,Yes,1,No,2,Oct 25 2018,Mar 06 2020,0,,,,
Howard,253984,Registered Family Home,Joyce Boateng,Elkridge,21075,Yes,1,Yes,1,No,2,Oct 25 2018,Nov 17 2020,1,Aug 30 2019,,,
Caroline,253981,Center,Learning Tree Child Care Center,Ridgely,21660,Yes,2,Yes,2,No,3,Dec 20 2018,Aug 25 2020,0,,,,
Baltimore City,253964,Center,Incubed Learning Center,Baltimore,21214,Yes,1,Yes,1,No,3,Oct 25 2018,Jul 24 2020,0,,,,
Baltimore City,253951,Registered Family Home,Tammy Malone,Baltimore,21229,Yes,2,Yes,2,No,2,Jan 31 2019,Aug 14 2020,0,,,,
Allegany,253940,Registered Family Home,Brittney Isaiah,Frostburg,21532,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 25 2020,0,,,,
Calvert,253923,Center,Learning Ladders Child Development Center,Prince Frederick,20678,Yes,1,Yes,1,Yes,3,Oct 25 2018,Aug 06 2020,0,,,,
Worcester,253922,Center,Eastern Shore Early Learning,Berlin,21811,Yes,0,Yes,3,Yes,3,Oct 25 2018,Sep 17 2020,0,,,,MSDE
Howard,253910,Center,Little Scholar's Playhouse Too,Elkridge,21075,Yes,1,Yes,1,No,3,Oct 25 2018,Aug 20 2020,0,,,,
Montgomery,253909,Center,Kids Adventures at Adat Shalom,Bethesda,20817,Yes,1,Yes,1,No,3,Oct 25 2018,Feb 08 2020,0,,,,
Baltimore City,253907,Registered Family Home,Michelle Morgan,Baltimore,21234,Yes,1,Yes,1,Yes,2,Oct 25 2018,Sep 09 2020,0,,,,
Caroline,253904,Registered Family Home,Danielle Zulauf,Preston,21655,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 24 2020,0,,,,
Anne Arundel,253903,Registered Family Home,Shabana Hussain,Laurel,20724,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 07 2020,0,,,,
Anne Arundel,253900,Registered Family Home,Angela Tinsley,Glen Burnie,21061,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 06 2020,0,,,,
Baltimore,253892,Registered Family Home,Andrea Campbell,Cockeysville,21030,Yes,5,Yes,5,Yes,2,Mar 05 2019,Mar 19 2020,0,,Quality Business Practices  | Health and Wellness,,
Charles,253886,Registered Family Home,Awanda Holman,Waldorf,20603,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 05 2020,0,,,,
Prince George's,253884,Registered Family Home,Adija Acha,Laurel,20707,Yes,1,Yes,1,Yes,2,Oct 25 2018,Feb 22 2020,0,,,,
Montgomery,253880,Center,Our Expanding World,Takoma Park,20912,Yes,3,Yes,3,Yes,3,Oct 25 2018,Aug 14 2020,0,,,,
Cecil,253861,Center,Just for Kids Early Learning Center,Elkton,21921,Yes,1,Yes,1,Yes,3,Oct 25 2018,Feb 05 2020,0,,,,
Anne Arundel,253860,Registered Family Home,Melissa Portera,Glen Burnie,21061,Yes,1,Yes,1,Yes,2,Jan 10 2019,Dec 22 2020,0,,,,
Baltimore City,253852,Center,Smart Steps @ Penn North,Baltimore,21217,Yes,1,Yes,1,No,3,Oct 25 2018,Feb 05 2020,0,,,,
Baltimore,253851,Registered Family Home,Kim Mathews,Gwynn Oak,21207,Yes,1,Yes,1,No,2,Oct 25 2018,Jul 30 2020,0,,,,
Baltimore,253849,Registered Family Home,Nadine Allen,Rosedale,21237,Yes,3,Yes,3,No,2,Feb 08 2019,Oct 30 2020,0,,,,
Baltimore City,253846,Registered Family Home,Twanda Hargrove,Baltimore,21213,Yes,1,Yes,1,No,2,Oct 25 2018,May 27 2020,0,,,,
Queen Anne's,253843,Center,Little Lights of Faith Early Learning Center,Chestertown,21620,Yes,1,Yes,1,No,3,Oct 25 2018,Feb 22 2020,0,,,,
Baltimore City,253840,Center,Highlandtown Preschool,Baltimore,21224,Yes,1,Yes,1,No,3,Oct 25 2018,Feb 29 2020,0,,,,
Baltimore,253829,Registered Family Home,Angela Mabrey,Gwynn Oak,21207,Yes,1,Yes,1,No,2,Jan 15 2019,Nov 19 2020,0,,,,
Harford,253828,Center,Open Door @ Emmorton Elementary School,Bel Air,21015,Yes,1,Yes,1,Yes,1,Oct 25 2018,May 14 2020,0,,,,
Montgomery,253827,Registered Family Home,Dagmawi Lakew,Silver Spring,20906,Yes,1,Yes,1,Yes,2,Oct 25 2018,Oct 15 2020,0,,,,
Wicomico,253826,Registered Family Home,Kelly Johnson,Salisbury,21804,Yes,2,Yes,2,No,2,Dec 17 2018,Oct 24 2020,0,,,,
Prince George's,253825,Center,Kids Land Day Care Center,Beltsville,20705,Yes,1,Yes,1,No,3,Oct 25 2018,Jan 18 2020,1,Dec 06 2018,,,
Baltimore City,253824,Registered Family Home,Jennifer Alexander,Baltimore,21213,Yes,1,Yes,1,No,2,Dec 12 2018,Dec 03 2020,0,,,,
Wicomico,253807,Registered Family Home,Samantha Boyd,Hebron,21830,Yes,3,Yes,3,Yes,2,Oct 25 2018,May 21 2020,0,,,,
Saint Mary's,253801,Registered Family Home,Teandra Thompson,Great Mills,20634,Yes,1,Yes,1,Yes,2,Oct 25 2018,Apr 08 2020,0,,,,
Baltimore City,253800,Registered Family Home,Shawna Sharp,Baltimore,21213,Yes,1,Yes,1,No,2,Jan 07 2019,Dec 22 2020,0,,,,
Charles,253790,Center,J. Woodall Head Start Center,White Plains,20695,Yes,1,Yes,1,No,3,Oct 25 2018,Apr 28 2020,0,,,,
Anne Arundel,255963,Large Family Home,Ashley Hinds,Glen Burnie,21060,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 23 2020,0,,,,
Montgomery,253788,Registered Family Home,Judy Kimotho,Germantown,20874,Yes,1,Yes,1,No,2,Dec 10 2018,Dec 12 2020,3,Oct 31 2019,,,
Prince George's,253787,Center,Rising Generations Child Development Center,Lanham,20706,Yes,1,Yes,1,No,3,Oct 25 2018,Mar 25 2020,2,Jan 25 2019,,,
Howard,253785,Center,Pinebrook Montessori Academy,Ellicott City,21043,Yes,1,Yes,1,No,3,Oct 25 2018,Apr 07 2020,0,,,,
Montgomery,253783,Registered Family Home,Vanessa Jhingory,Rockville,20855,Yes,1,Yes,1,Yes,2,Feb 05 2019,Dec 12 2020,0,,,,
Prince George's,253782,Center,AlphaBest@Patuxent Elementary,Upper Marlboro,20772,Yes,1,Yes,1,No,1,Oct 25 2018,Jun 17 2020,0,,,,
Anne Arundel,253781,Center,Celebree Learning Center of Pasadena,Pasadena,21122,Yes,1,Yes,1,No,3,Oct 25 2018,May 07 2020,0,,,,
Caroline,253766,Registered Family Home,Angela Cintron,Ridgely,21660,Yes,5,Yes,5,Yes,2,Oct 25 2018,Mar 04 2020,0,,Accredited Program,,NAFCC
Montgomery,255946,Registered Family Home,Nneka Jackson,Bethesda,20817,Yes,1,Yes,1,No,2,Dec 14 2018,Nov 03 2020,0,,,,
Howard,253763,Registered Family Home,Saira Bano,Columbia,21046,Yes,1,Yes,1,No,2,Oct 25 2018,Oct 28 2020,0,,,,
Baltimore City,253761,Registered Family Home,Sherard Houston,Baltimore,21213,Yes,0,Yes,1,No,2,Dec 18 2018,Dec 18 2020,0,,,,
Anne Arundel,253750,Registered Family Home,Ruth Downs,Annapolis,21403,Yes,1,Yes,1,No,2,Dec 07 2018,Nov 14 2020,0,,,,
Montgomery,253749,Registered Family Home,Torece Utsey,Gaithersburg,20879,Yes,1,Yes,1,No,2,Oct 25 2018,Jun 10 2020,0,,,,
Baltimore,253748,Registered Family Home,Lynette Taylor,Baltimore,21229,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 25 2020,0,,,,
Prince George's,253747,Center,Childway I,College Park,20740,Yes,2,Yes,2,Yes,3,Oct 25 2018,Feb 05 2020,0,,,,
Baltimore City,253746,Registered Family Home,Rhonda Ruark,Baltimore,21229,Yes,1,Yes,1,No,2,Jan 05 2019,Dec 19 2020,1,Oct 28 2018,,,
Baltimore City,253744,Registered Family Home,Briana Woodridge,Baltimore,21213,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 10 2020,0,,,,
Charles,253742,Registered Family Home,Lauren Huntt,Waldorf,20603,Yes,1,Yes,1,No,2,Nov 30 2018,Oct 02 2020,0,,,,
Charles,253741,Center,Royal Kids Child Care,Indian Head,20640,Yes,1,Yes,1,No,3,Oct 25 2018,Mar 26 2020,0,,,,
Charles,253726,Registered Family Home,Latonya Glass,Waldorf,20602,Yes,1,Yes,1,No,2,Dec 11 2018,Nov 26 2020,0,,,,
Baltimore,253725,Registered Family Home,Maya Denson,Catonsville,21228,Yes,1,Yes,1,No,2,Dec 11 2018,Dec 16 2020,0,,,,
Montgomery,253724,Registered Family Home,Valeriia Brunova,Gaithersburg,20879,Yes,1,Yes,1,No,2,Dec 07 2018,Dec 12 2020,0,,,,
Baltimore,253688,Registered Family Home,Wendi Watkins,Baltimore,21229,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 29 2020,0,,,,
Prince George's,253686,Registered Family Home,Tawanta Whitmire,Upper Marlboro,20772,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 23 2020,0,,,,
Harford,253684,Registered Family Home,Donnita Adams-Wheeler,Edgewood,21040,Yes,1,Yes,1,No,2,Oct 25 2018,Nov 21 2020,1,Dec 15 2018,,,
Harford,253683,Registered Family Home,Cierra Benjamin,Joppa,21085,Yes,1,Yes,1,Yes,2,Jan 25 2019,Dec 15 2020,0,,,,
Montgomery,253682,Center,"Hope Grows Child Development Center II, LLC",Germantown,20874,Yes,3,Yes,3,No,3,Oct 25 2018,Jun 26 2020,0,,,,
Montgomery,253669,Registered Family Home,Irina Zhogina,Gaithersburg,20877,Yes,1,Yes,1,No,2,Oct 25 2018,Mar 17 2020,0,,,,
Baltimore City,253661,Registered Family Home,Champagne Lamb,Baltimore,21234,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 09 2020,0,,,,
Baltimore City,253660,Center,St. Vincent de Paul Early Head Start,Baltimore,21215,Yes,1,Yes,1,No,3,Oct 25 2018,Apr 28 2020,0,,,,
Baltimore,253647,Center,Discover Learning Center,Hunt Valley,21030,Yes,1,Yes,1,No,3,Dec 07 2018,Dec 03 2020,0,,,,
Prince George's,253645,Center,Rockstar Prep 4 Kids Inc,Landover,20785,Yes,1,Yes,1,No,3,Dec 12 2018,Dec 12 2020,0,,,,
Anne Arundel,253643,Registered Family Home,Uneek Jones,Severn,21144,Yes,1,Yes,1,No,2,Dec 05 2018,Nov 12 2020,0,,,,
Montgomery,253641,Registered Family Home,Kenia Reinoso,Clarksburg,20871,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jan 10 2020,0,,,,
