County,License Number,MSDE Program Type,Program Name,City Name,State Name,Zip Code,Participation Status,Draft Rating,Has Program Published,Published Rating,Has an Accreditation,Published Rubric Version,Date Published,Expiration Date,Total TAS Requests,Most Recent TAS request,Achievements,Accreditations,Alternative Pathways
Montgomery,160175,Registered Family Home,Reyna Escobar,Silver Spring,Maryland,20902,Yes,2,Yes,2,Yes,2,Oct 25 2018,Mar 06 2020,0,,,,
Baltimore,160161,Registered Family Home,Gloria Riddick,Essex,Maryland,21221,Yes,2,Yes,2,No,2,Sep 20 2019,Oct 30 2020,0,,,,
Washington,160160,Registered Family Home,Jackie Henson,Hagerstown,Maryland,21740,Yes,1,Yes,1,Yes,2,Oct 25 2018,May 22 2020,0,,Health and Wellness,,
Charles,160129,Registered Family Home,Billie Lacefield,Waldorf,Maryland,20603,Yes,2,Yes,2,No,2,Oct 25 2018,Jun 09 2020,0,,,,
Baltimore City,255041,Center,"Watoto Development Center, LLC",Baltimore,Maryland,21207,Yes,1,Yes,1,No,3,Oct 25 2018,Feb 04 2020,0,,,,
Prince George's,160109,Public Pre-K,James Harrison Elementary,Laurel,Maryland,20708,Yes,5,Yes,5,Yes,1,Oct 25 2018,May 14 2020,0,,,,MSDE
Baltimore,160101,Large Family Home,Lynda Davenport,Baltimore,Maryland,21228,Yes,3,Yes,3,Yes,2,Oct 25 2018,Sep 23 2020,0,,,,
Cecil,160093,Center,YMCA BAS at Thomson Estates Elementary,Elkton,Maryland,21921,Yes,0,Yes,1,Yes,1,Oct 25 2018,Aug 21 2020,0,,,,
Baltimore,160091,Registered Family Home,Michelle Lloyd,Perry Hall,Maryland,21128,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 22 2020,0,,,,
Montgomery,160083,Center,Chesterbrook Academy - Olney,Olney,Maryland,20832,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jul 09 2020,0,,,,
Allegany,160064,Registered Family Home,Dana Symons,Westernport,Maryland,21562,Yes,3,Yes,3,No,2,Oct 25 2018,Jun 13 2020,0,,,,
Baltimore City,160058,Center,Emily Price Jones Head Start Y of Central Maryland,Baltimore,Maryland,21207,Yes,1,Yes,1,Yes,3,Oct 25 2018,Feb 22 2020,0,,,,
Baltimore,160052,Registered Family Home,Shaheda Kabiruddin,Baltimore,Maryland,21207,Yes,2,Yes,2,No,2,Oct 25 2018,Mar 13 2020,0,,,,
Baltimore City,160050,Registered Family Home,Gloria Brown,Baltimore,Maryland,21229,Yes,1,Yes,1,No,2,Dec 14 2018,Nov 10 2020,0,,,,
Prince George's,160049,Large Family Home,Dea Bond,Lanham,Maryland,20706,Yes,5,Yes,5,Yes,2,Oct 25 2018,May 28 2020,0,,Asthma-Friendly Program  | Health and Wellness  | Quality Business Practices  | Eco-Friendly Program  | Accredited Program,,NAFCC
Baltimore,160046,Registered Family Home,Mary Wilgis,Baltimore,Maryland,21222,Yes,1,Yes,1,Yes,2,Oct 25 2018,Feb 21 2020,0,,,,
Baltimore,160043,Registered Family Home,Antonia Daniel,Gwynn Oak,Maryland,21207,Yes,3,Yes,3,No,2,Dec 19 2018,Sep 03 2020,0,,,,
Baltimore,160020,Registered Family Home,Rokeya Bhuiyan,Baltimore,Maryland,21244,Yes,1,Yes,1,Yes,2,Jan 25 2019,Nov 26 2020,0,,,,
Baltimore,160017,Large Family Home,Terry Woodfolk,Baltimore,Maryland,21207,Yes,1,Yes,1,No,2,Dec 05 2018,Dec 03 2020,0,,,,
Prince George's,160007,Center,Tucker Road Community Center,Fort Washington,Maryland,20744,Yes,0,Yes,1,Yes,1,Oct 25 2018,Oct 23 2020,0,,,,
Talbot,160005,Center,Easton Child Development Center,Easton,Maryland,21601,Yes,5,Yes,5,Yes,3,Oct 25 2018,Sep 18 2020,0,,Accredited Program,,MSDE
Montgomery,159989,Center,Kidsco at Sligo Creek,Silver Spring,Maryland,20910,Yes,3,Yes,3,Yes,1,Oct 25 2018,Aug 25 2020,0,,,,
Prince George's,159973,Registered Family Home,Sheron Bello,Upper Marlboro,Maryland,20774,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jun 12 2020,0,,,,
Harford,159971,Registered Family Home,Christina Schultz,Abingdon,Maryland,21009,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 28 2020,0,,,,
Baltimore,159968,Center,Greater Pikesville Discovery Center - Woodholme,Pikesville,Maryland,21208,Yes,1,Yes,1,No,3,Oct 25 2018,Jul 17 2020,0,,,,
Harford,159965,Registered Family Home,Jennifer Karol,Abingdon,Maryland,21009,Yes,1,Yes,1,No,2,Dec 13 2018,Oct 30 2020,1,Dec 10 2018,,,
Howard,159961,Registered Family Home,Juanita Gordon,Columbia,Maryland,21044,Yes,1,Yes,1,No,2,Oct 25 2018,May 29 2020,0,,,,
Montgomery,159944,Center,MCCA Georgian Forest,Silver Spring,Maryland,20906,Yes,1,Yes,1,No,1,Jan 05 2019,Dec 12 2020,0,,,,
Carroll,159942,Center,Building Blocks Early Care and Education ll,Westminster,Maryland,21157,Yes,5,Yes,5,Yes,3,May 29 2019,Jul 23 2020,0,,Asthma-Friendly Program  | Health and Wellness,,
Frederick,159941,Center,Lincoln Elementary Before and After School Enrichment,Frederick,Maryland,21701,Yes,0,Yes,1,Yes,1,Oct 25 2018,Sep 10 2020,0,,,,
Montgomery,159939,Center,Kids After Hours at North Chevy Chase,Chevy Chase,Maryland,20815,Yes,3,Yes,3,Yes,1,Oct 25 2018,Feb 08 2020,0,,,,
Montgomery,159938,Center,Kids After Hours at Rosemary Hills,Silver Spring,Maryland,20910,Yes,0,Yes,3,Yes,1,Nov 30 2018,Oct 24 2020,0,,,,
Montgomery,159937,Center,Kids After Hours @ Flora M Singer,Silver Spring,Maryland,20902,Yes,3,Yes,3,Yes,1,Oct 25 2018,Jul 08 2020,0,,,,
Queen Anne's,159936,Center,AlphaBest @ Kent Island Elementary,Stevensville,Maryland,21666,Yes,1,Yes,1,No,1,Dec 05 2018,Dec 12 2020,0,,,,
Queen Anne's,159935,Center,AlphaBest @ Matapeake Elementary,Stevensville,Maryland,21666,Yes,1,Yes,1,Yes,1,Oct 25 2018,Jun 02 2020,0,,,,
Montgomery,159934,Center,Global Children's Center @ Summit Hall Elementary School,Gaithersburg,Maryland,20877,Yes,1,Yes,1,Yes,1,Oct 25 2018,Feb 25 2020,0,,,,
Queen Anne's,159933,Center,AlphaBest @ Grasonville Elementary,Grasonville,Maryland,21638,Yes,1,Yes,1,Yes,1,Oct 25 2018,Aug 01 2020,0,,,,
Queen Anne's,159932,Center,AlphaBest @ Centreville Elementary,Centreville,Maryland,21617,Yes,1,Yes,1,Yes,1,Oct 25 2018,May 27 2020,0,,,,
Howard,159930,Center,West Friendship Extended Recreation  Program,West Friendship,Maryland,21794,Yes,1,Yes,1,No,1,Oct 25 2018,Aug 05 2020,0,,,,
Prince George's,159929,Registered Family Home,Diane Cephas,Upper Marlboro,Maryland,20772,Yes,1,Yes,1,No,2,Oct 25 2018,Sep 23 2020,0,,,,
Carroll,159915,Center,ABC CARE at MT. AIRY ELEMENTARY,Mount Airy,Maryland,21771,Yes,1,Yes,1,No,1,Oct 25 2018,Apr 23 2020,0,,,,
Montgomery,159914,Center,Global Children's Center @ Poolesville Elementary School,Poolesville,Maryland,20837,Yes,1,Yes,1,Yes,1,Oct 25 2018,Feb 22 2020,0,,,,
Montgomery,159901,Center,Bar-T Kids Club at Poolesville,Poolesville,Maryland,20837,Yes,3,Yes,3,Yes,3,Oct 25 2018,Apr 17 2020,0,,,,MSDE
Baltimore,159888,Large Family Home,Maleena Kantorski,White Marsh,Maryland,21162,Yes,5,Yes,5,Yes,2,Oct 25 2018,Aug 05 2020,0,,,,NAFCC
Montgomery,159879,Registered Family Home,Rosie Cooper,Bethesda,Maryland,20817,Yes,3,Yes,3,No,2,Oct 25 2018,Feb 29 2020,0,,,,
Prince George's,159878,Center,Love Never Fails Learning Center,Temple Hills,Maryland,20748,Yes,3,Yes,3,No,3,Oct 25 2018,Apr 19 2020,1,Nov 25 2018,,,
Baltimore,159875,Registered Family Home,Aqsa Naz,Reisterstown,Maryland,21136,Yes,1,Yes,1,No,2,Oct 25 2018,Oct 11 2020,0,,,,
Montgomery,159863,Center,Chesterbrook Academy - Kentlands,Gaithersburg,Maryland,20878,Yes,1,Yes,1,Yes,3,Oct 25 2018,Aug 19 2020,0,,,,
Prince George's,159841,Center,Smiling Faces Learning Center,Temple Hills,Maryland,20748,Yes,1,Yes,1,Yes,3,Jan 10 2019,Dec 12 2020,0,,,,
Montgomery,159830,Registered Family Home,Dancella Hillman,Rockville,Maryland,20851,Yes,1,Yes,1,No,2,Dec 05 2018,Nov 18 2020,0,,,,
Prince George's,254789,Center,AlphaBest@Accokeek Academy,Accokeek,Maryland,20607,Yes,1,Yes,1,No,1,Oct 25 2018,Oct 31 2020,1,Oct 28 2019,,,
Baltimore City,159824,Center, Calvary Lutheran School,Baltimore,Maryland,21214,Yes,1,Yes,1,No,3,Oct 25 2018,Jun 24 2020,0,,,,
Baltimore,159822,Registered Family Home,Kimberly Robinson,Parkville,Maryland,21234,Yes,1,Yes,1,No,2,Oct 25 2018,Sep 11 2020,0,,,,
Frederick,159814,Center,Little Lights Child Development Center,Frederick,Maryland,21702,Yes,5,Yes,5,Yes,3,Oct 25 2018,Apr 08 2020,0,,,,MSDE
Baltimore City,255342,Registered Family Home,Monique Armstrong,Baltimore,Maryland,21216,Yes,1,Yes,1,Yes,2,Jan 25 2019,Apr 28 2020,0,,,,
Baltimore,159810,Registered Family Home,Tinika Murray,Randallstown,Maryland,21133,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 24 2020,0,,,,
Baltimore,255126,Registered Family Home,Amanda Gutridge,Baltimore,Maryland,21221,Yes,3,Yes,3,Yes,2,Oct 25 2018,Jul 23 2020,0,,,,
Baltimore City,159789,Registered Family Home,ShaDona Jenkins,Baltimore,Maryland,21230,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jun 02 2020,0,,,,
